Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Maria venture  ,mariaventure,São Paulo,0,4,3,1,0,176450,12114,112,103925,R$0.00,0.00%,0.00%,0.00%,0.36%,0.00%,0,0,
João almeida ,joaoalmeidac,São Paulo,0,5,3,2,0,93255,6301,48,77764,R$0.00,0.00%,0.00%,0.00%,3.64%,0.00%,0,0,
