Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR ( CLIQUES / IMPRESSÕES),CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Maria Venture,mariaventure,São Paulo,"5,000",3,3,0,0,214718,2114,1505,152629,R$0.00,R$0.00,R$0.00,R$0.00,0.36%,0.00%,0,0,
