Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
KILIKITO,kilikito,São Paulo,3500,1,1,0,0,14099,547,12,14099,R$6.40,0.00%,R$291.67,R$0.25,3.88%,0.00%,0,0,
Os Paulistinhas ® | Carol Mattar,ospaulistinhas,São Paulo,8823,2,1,1,0,42374,189,32,106723,R$46.68,0.00%,R$275.72,R$0.21,0.45%,0.00%,0,0,
