Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Rafa Brites,,São Paulo,30000,1,2,0,0,42245,187,2,42245,R$ 0.71,0.00%,R$ 0.00,R$ 0.71,0.44%,0.00%,0,0,
Felipe Andreoli,,São Paulo,70000,4,2,2,0,59661,938,28,61368,R$ 1.16,0.05%,R$ 0.00,R$ 1.17,1.57%,0.00%,0,0,
