Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Maddu Cabral,@madducabral,São Paulo,3600,5,4,1,0,63218,2313,56,94340,R$0.05,0.09%,R$64.29,R$0.06,3.66%,0.00%,0,0,
Marcela Chauh,@marclachauh,São Paulo,2520,1,0,1,0,174321,1426,0,182642,R$0.01,0.00%,R$0.00,R$0.01,0.82%,0.00%,0,0,
