Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Giordana Serrano ,gioserrano,São Paulo,0,2,1,1,0,52074,4211,280,12300,R$0.00,0.00%,0.00%,0.00%,1.02%,0.00%,0,0,
Gabriela Fadel,gabbiefadel,São Paulo,0,4,3,1,0,99800,11231,207,50858,R$0.00,0.00%,0.00%,0.00%,2.86%,0.00%,0,0,
