Influencer,Username,Cidade,Investimento,Posts,Stories,Feed,Tiktok,Impressoes,Interacoes,Cliques,Video Views,CPE,CTR,CPC,CPV,Engajamento,Engajamento Tiktok,Cliques Tiktok,Impressoes Tiktok,Url Foto Perfil
Rafa Brites,,São Paulo,30000,1,1,0,0,11700,93,2,11700,R$ 2.54,0.02%,R$ 0.00,R$ 2.56,0.79%,0.00%,0,0,
Felipe Andreoli,,São Paulo,70000,4,2,2,0,59661,938,28,61368,R$ 1.16,0.05%,R$ 0.00,R$ 1.17,1.57%,0.00%,0,0,
